average_hr,average_watts,moving_time,average_speed,average_grade,distance,total_elevation_gain,labels,polyline,id
153.2,224.8,6.2,21.8,-0.0,2.2,15.8,0,icteFpmgiVBeAWuAI{AlAeIlAyLd@yGJy@`BkFx@eDf@_D`D}ZdAcHrAmHhB{HjBaHv@gC|@aCdA}BlAcC|BiEjAmBTWvAs@|AYxU}AxBK~AQjAe@lAgAhA}AlAwAp@WhCU|A]t@m@HKd@oALy@?{CCmBGuA,652149
159.0,253.4,6.6,6.3,8.7,0.7,313.8,3,svxdFnaqjVUK[Lq@`@cChBWLo@Ja@@UCm@M_@QYW]e@sBwFg@kAw@iAQQu@q@c@Um@Sa@Iu@EmBHcCT_ABsBOuBe@uB}@uA}@,653110
162.3,294.2,12.2,11.8,5.9,2.4,755.9,3,ycocFpgzfVm@kFUqAu@gGKoAk@cEs@oBi@{@u@m@u@}@i@s@mAcCy@aA{@e@oCk@{@a@_Ao@i@u@s@y@w@y@q@aAi@qA_BcDc@wB_@cD_@iEMcEKy@Qg@Wg@g@c@w@c@i@g@Se@Ak@\\wBAcAKwBY{CSoAQs@i@cBSs@m@qCMwDKcAg@sBaDiKwBqH[kAK}@Hs@L_@Ta@z@sAVe@Tg@h@oBVi@lBkCZ[d@U`@InBOt@Q`@Wf@i@~@{Ad@cAVw@R_ADw@@y@JmAV{@zAeFdCcJZq@|@yAD[,654801
168.8,321.1,23.6,15.1,4.7,5.9,1691.3,3,wpdcFzdofVHOHu@^gAtAmCZ]TMnA]d@a@NSPk@VgBTe@V_@h@g@zAgApA}Af@WxAa@fAy@|Au@h@g@j@u@^cALg@J{@RwCjB}GLqAFiBFw@ZsA`@y@h@cBh@yBN_AH}@DaAAa@KaAe@qB?o@Ns@b@s@JKVMX_@xA{ALCNYHIJ[~AoBb@{@tAmBt@s@dAy@HSA_@EKIMYG]HiAdAy@\\{A`@W@SESc@Oo@Q}B_@_B?_@DQ|@cBPm@D[FgABsBLmBB_CFaB?_AEq@KiAIc@Qk@GMQU{@a@MOI]PuAX}@FY@u@KcAOc@OUc@YW_@BUb@k@~@MXIXSN_@LqA?S[_@SOk@k@a@y@q@q@Y]_@g@IWEUKSCc@O_@Gi@Cg@Sm@AOJeAC_@Qo@Ye@Um@i@yAASD]Vc@J_@Bi@I{@Sw@UuAIUCQSo@YkAUc@AI]w@?MHm@JwAF_@Rm@Nw@?SGOSQMUGMCQDOZ_@Lc@Au@Fa@EgAB}@Je@Xe@^e@FMDSCe@CKY[CQ?{@FKHEJWHKx@a@LKdB}C\\cALoANu@B[Ne@NUHEJ?hAt@`ATNB^CTILOFWJs@`@eBD_@Tu@RUd@Wv@i@LCJ@XPRb@NPVNXLXFb@BVCPIl@k@rA_ARUJWF_@DsB?eBH_@^s@TSFAN@n@ZNALGV]d@aBRa@TKXD\\Zf@NR[TeAVg@XMh@EPUN}ADMFKvAOf@Av@Vj@@PUVm@d@{ATg@NYpAaBp@iAn@o@z@El@W\\Uz@w@p@sAf@mB\\y@\\i@n@]`@Cl@DXENMLm@Bq@JkACiDHg@ROb@E\\Mh@u@TcBHqFHoA@uCOqDF_@Ra@Ds@Le@@_@Iy@RkALWH[b@{@NCTBJDb@?TQVa@LK^Od@Lb@VTPt@xANPJ@ZIHSXaB@OGo@@EFILCRF`@D^ATEV_@Rw@PWJIFIH[Vk@F[C_@M[AORa@@QVs@?GCa@Be@JqANg@\\a@Nu@HOC[K[Cg@?SHYL[LMd@]LY?w@Hu@Ky@SoA@i@Rc@JILCN@l@ZJ?HIDYKeAHe@Xa@l@sAF_@@i@Cw@@g@JWFE\\GLILUPg@R[FEn@Db@ZXFRGh@[b@[BSSeCBYHSf@_@JSLQ@SGm@Oi@?oA@QNo@CK?M\\cA,655264
157.1,293.2,5.9,10.4,7.0,1.0,373.4,3,auybFlt~iVUBkA`@mAh@i@P[T}@dAeAvAsAtB_@~@S^_AhAgEfDa@Xy@^q@NcANUFO?_@WCQFQn@_@NUDQCi@KMKIsB]Y@e@LmBzAy@h@qBdBk@`@o@ViCZuDQqA?WFMLMb@@TDPTZl@`@HLJVFb@LfBRbB,655801
170.1,306.1,29.2,13.0,5.9,6.3,1970.4,3,uwxbFnmreVu@]iAGa@Fg@ZqAbA}CfBqFpEw@t@i@HU[As@b@eAh@sBl@u@h@i@^M`@Eh@c@Jg@DgBFe@Om@WIwA?c@Dg@SKOQcAL_Dg@qAGYSUkCTe@ZOZ]PUMSk@MaB_@y@[{@_@Y_@D_Af@s@HcBp@a@l@@d@T\\\\`@JPJt@Sp@MJ{@f@o@J{D[e@Qa@Ye@@]`@b@jACl@SZ]v@c@P[Mo@y@g@[mBi@{@Ku@_@k@a@QRZ`BSPQO_AyAc@Y[Hi@b@a@J]Qi@Gw@PWQYiB]c@cB_B]@w@Ti@b@]bAY^[A{@Wa@FSd@KfAUlAWh@_@Hm@Ow@_@w@iB_@Uo@SIUJg@j@eAZgALo@U_BTeBMq@[Yc@m@Su@YoAYy@[Oe@J]ZQMJWhAaAd@[F?Rf@Jv@Zv@XNl@?h@Lh@\\v@p@f@Zh@f@Dh@Vx@d@r@\\A^g@Ty@Mi@e@q@gBuAyAqBGs@EuAS_Ai@u@i@{BAu@LoAGs@Yw@Bk@PkADQd@m@X{@H}@I}@WcA[q@u@Wa@_@?GNY`AAd@DbCh@b@@ZUTs@NYZDb@p@Vn@VfAFzATb@d@Tn@@t@G|@Iz@WPc@Nu@rBgAF]K]k@i@m@Oy@Eg@WUm@@iD`AgALg@I_@]a@m@a@y@_@Y[Oy@Je@ZAp@PlA]f@GLSG]SC_ALcAKm@]i@IYNm@nBAl@F`AQZc@?_AEiA@a@PaA`B[DSG@]RMd@e@Pg@Ns@Zq@\\?d@F^UJSHw@Me@]_@i@YMUJi@V}@Es@W]w@[u@_@a@FuBr@c@@OOHa@^c@Tw@AOiAa@?_BSSi@Bq@JiA@m@O_@e@Ak@Rc@hBiCFi@O_DF_@TA\\R`@j@^Vj@Dr@IZYMWuAC[[k@u@q@g@y@c@s@I_@N]j@O?F[h@q@j@Ij@Q@_@Ui@k@{@e@e@O_@A{@Jy@TK|AHrBYhAB`C_@t@Hv@^nEj@f@O|AwBlBsBRe@COc@[w@UaAOaAEo@He@Pu@NgADoCd@gANYAaAGqBu@k@?g@Ga@c@_@YCe@No@RwAH{AZgD,656424
150.1,183.7,3.9,21.2,-0.8,1.4,6.6,2,qmjfF~m}eVoC_D{B{C{CgDeAy@kAk@y@WyH}Ay@IaBAe@Bg@Fw@PyDrAo@LcAFkDJqH`@}ABsEDiCG}BA{AEs@BeAN{AZm@VqClA]Jo@Lm@Dm@BeB?qBCoBDoCN,658034
164.6,296.1,17.3,24.3,0.0,7.0,268.4,0,s|cfF~bkjVe@_BUc@SOUGg@Ae@OUSWk@QW]GQ@OB_A`@]D[@_@Ku@k@OG]Cy@@[E{@]US]i@kB}EI]O{@Ca@CiCKmAOs@Wo@QY[SQEi@Em@HUF_A`@cB`AUJWD[MMUUkAUq@qAkCQQi@WYE}@c@WASLQ@ON{@rA]Pg@AU@YLs@t@s@~@YLe@DOHk@j@OEMOMg@HoAKq@Oc@KMgAYg@c@@GNOl@KXONQRs@@w@BY[cCWg@MOWEeAXOPc@bAEZOj@KRORa@Tu@HUZCRH`ACf@EPg@z@SZYTGLENEf@B`AC~AI^g@zAWLM?{AcAQa@Eg@GMKKOC[He@b@]Cm@g@K?KDIFe@x@]Jm@DODOFKJEN@PNh@xAxB?Xi@hAQj@FV?RLP`@^JLKJ_@Nc@^Ql@AXGTIn@INo@Bc@s@gA}CW[MCOAa@HOJMNQl@KhAIRIPQJWb@Ih@?VJ`A@h@ARKLKFMGs@_A_@[a@Os@OQI[a@e@_AOOOGS@URSHi@d@y@`AK^AZD\\Rx@LVHX\\p@\\rCXvBD|@Kv@IXSNs@TQVMZHt@ATZZ\\n@hAxAz@p@PRFZUXKRcA`AMPUj@CV@r@JXd@n@d@XJPFP@NMNm@?aAPeAz@IRe@r@MNa@Xc@Rc@ZSNIXCXFb@d@`BFr@Ol@k@tAKj@Ar@BVTxA@pBLz@CTIRQHm@Gk@U]CMA_ALQ?m@G]@UV[p@]HYOq@m@]KQ@QHU\\ETIfAMh@AVBTFPl@r@JTAv@Gt@?ZDXRl@Zj@`@d@x@h@RPNRJVDXApAEp@Qj@y@~AET@j@P|@Fl@?RERGPKNOJOFaAQe@Ca@B_@NMLINGRGtAKPKL{@j@u@x@ODg@EmAc@yAaAQESAUDSHSVg@XUJi@Je@VQNKTBbA`@fCd@fBh@z@JTLt@Dv@AXKn@Oh@k@x@QNc@T{@NQASIOO{@aAm@g@s@Wk@[c@BSDe@R[b@Ml@Ij@GTMNcAn@KNIPOd@OtA_@fBSlBDzCp@zCVfBBZ@ZAXGXMTQJa@IuAk@yAu@m@Uq@UYEq@CYDaAn@[|@S|@K\\c@lCOFc@_@OYI[Is@IWm@{@MYGWA[?u@Oi@Y_@cAu@m@q@OGQCODMPOpBGVMPOh@OXEPB@BAACAHGJQPMBa@@QEe@UgBoAMQOk@KaBMk@Ua@MISGSAS@SDQL]d@i@`AORc@`@i@Zg@b@MTc@pAQXSNY@WKU?WDi@XWFUTWH_AXi@Rm@Ho@AoA_@SCO@QFm@v@SDOAq@i@g@AUFSTe@\\_Ah@]b@ITCV?ZZzATr@Jx@B\\GXKVoAv@]h@a@d@_AxAa@f@QJg@ReBTWFk@\\iBpBYp@m@jB]j@ORSNuAx@ORMVGX?b@E\\Ax@?tAFpADZFXJXd@f@L`@B^CbBBzALrEEtB,658307
159.6,258.9,27.0,15.0,3.0,6.8,1095.1,3,qnvbF|aiiVY[m@mAU[o@q@i@Yk@Da@NsA`AKLQ^KXOFQ@a@IYYo@_AUiACSMc@IMY[YW]B_@QMCc@@OCO@QDcAf@]NQDc@@s@M_A]YIg@EWKwBMw@Mu@YkBSKDYZMFi@H}BPc@@_AEW@_DTiAO}@WYUgCsDw@}@QOUKg@E[@[F[LYTgAhA]j@Yr@SXKF_AMg@YQYE_@Dm@?e@E]c@eAGKSGK?QPWMUs@GeBOkBU_@UUMEe@A}@HeATk@DeAI]Gm@g@[a@]{@Me@Kg@E_AKi@Wc@IIYEUDiAp@w@vAm@vAKFo@Va@Vi@Lq@Da@JKLyB~@UF{@Fa@OKOy@aD[q@_@mAMo@mAwAGCYBg@NQJq@l@QLU@SCg@O]][a@o@k@SKSCU?WNUVgA|@OHc@NMB}@a@OEID{@PWL[Vs@PSf@SBc@@_@PE?kAZWPYJyALiBbAq@l@o@ZaAn@e@d@yAt@aA^o@LcD^mAF]Ai@Fw@Dg@CYEi@OGEoA_Aa@]Oc@Im@i@uAe@uBWwAMkAQyBAc@Fo@TcAd@yADi@?]QaAYk@g@o@@KIMo@SOAa@Ju@Fm@Nm@ZUHo@Jc@L[DW?a@GsB[IC_@[m@}@UW[Qg@QUOU[IU_@eBIQ_@c@OYOEuAUc@?u@IaD?i@Ci@OsACe@Dk@@e@Le@Po@j@iBlBs@l@yB`Cg@b@g@RUBm@?a@Em@YcCkDWW[MmCeBa@_@y@o@k@m@GMOo@Ee@Bo@RcAXuCA_ACg@Ic@YcAO_@e@m@QO}@a@]I]Em@Ci@BOBq@Rq@d@_@f@k@Xa@D_@GYWiA}BOK[Mc@?e@FOF[^e@nAo@xA]`BGhAKd@S\\s@l@}@\\w@l@gAb@[@[MW[Ua@M]cAaBMWKe@]Um@UOIc@KYCMDMFe@b@_@`BGb@I`@a@|@Gp@q@dAYZK@s@GWMY@_@Pk@p@[VaA`@Y?YEUUQCG?KIUm@SUCOy@}@UYQ_@q@[e@G_@XY|@C\\Fv@Ar@Gj@M^IL[Xk@Vk@Hg@Eu@Lc@SW@IH[dAKNaAj@{@X]b@_@|AQJaCKOEk@s@m@[m@QM?i@Q_@SMKKCS@KF[Cc@OeAk@[A_@J[NOFo@KaAe@]GKBs@`@i@Rk@Ja@BMAi@WMIKSY[m@GoBN[?YGM?m@IU@[Fm@VMXa@h@a@?KFy@S[SWIKBW@YN_AJmAtBGNYfBOj@KN}@`Ae@Vg@R_BRg@RUS@}@DUo@oBAUPkAM}@[gACO?e@ISSY@UHW@a@,658330
160.1,251.6,15.6,13.7,3.5,3.6,672.2,3,wsmdFnk}fVqIbFaBz@kDpB{An@_ANmDJo@AsA]o@IeANm@Ps@BmBGm@Rc@d@u@bAcAf@_@Ai@Gy@EgALcBEw@HgC~A}@v@q@\\iAFs@j@Qf@W\\qC|A{@Rk@\\aBnBSPaAb@yBxASF]Bm@AWRk@zAo@x@e@\\_Cr@WT_AnB]^m@P[FcCVq@Xy@rA_@x@[d@_@R[Bs@\\cAv@UZe@v@GTEh@?xAEz@Mb@i@`Ay@pAw@`Au@p@o@d@sA\\i@d@gBnCq@~@OLg@JyB]k@Oe@Ec@Fg@z@_@r@m@~@{@t@y@^[XS`@a@nAe@d@gAPcBhA_B`@WPy@dAwAnCaBlAs@hAa@~AYd@_@`@]v@c@t@[^i@d@k@\\s@v@iCfC}AdAi@P}@DuAXi@Z_A^o@ZQ\\Gh@@j@Iv@KT]d@q@f@mAt@u@l@qCvAq@ZaB`@iAd@oAt@i@l@OXg@n@qAv@_@^Yr@UxB?r@YtAUPu@XwAr@_@f@e@x@eCxCaAxAu@TS?,659979
152.9,280.8,8.3,13.6,3.9,1.9,390.4,3,{jodFrstfVqBuJ_BsIyFqY_FoV}BmLa@gC[yAUu@Yu@o@wAiEaHa@{@c@eAY_AQo@iA{FmB_Ii@eBm@}AaAkBsA_Cg@u@aAoBmEwHaLmSsAwBi@u@,660899
139.4,192.8,13.1,19.5,0.30000000000000004,4.1,187.9,2,waocF|ezfVHGt@}@dAuBr@mAzAcAdAcAj@y@v@iBh@kBfEaQl@}Bx@yA~@eAvAw@hAYfKsBnF_ApCm@`Ca@vBg@`ToBbCYlAg@xB}AtBeA~CcCxB}AjCcBvAiAtCgB~JsH|BiB~BeB~C_B`DmBjDaBpPiJdI}DvDsCzGyE`A]xAMvA[dLwEfJoDpB{@vAe@z@_@|Ak@fAYt@YnMcFnPmGrGqChFsBxBw@|@a@`BWpADnAXtAz@xBjBbCdBlAZpAJpAIjAi@vBoApBuAbBwA,662183
158.3,336.1,10.1,29.6,-0.8,5.0,102.4,0,o~qcFtbjiVa@v@cC|DeCfEkC|EiD~Fu@jA{@hAi@j@eAr@eLjFy@p@cAlA[j@Wp@]jAMr@Kt@GnCYnFUzA_@vA}@pBaAhBsE~HsBtCcDvDmAnAgEtD{PtNuF|EkBfB{CtBcDpC}EzD{GzFqB~AqOzMqDvCqJfIkLlJeNtLgCnBgB|AgCtBcA|@oCtBcB|AmA`A{DhDm@n@oAxAiF`H}NjTs@z@kAfAg@^_Af@cA`@m@NeDb@oCR}APeANm@Nk@Ri@Z{@j@u@p@a@b@]d@g@z@a@z@c@nAi@~BOrAGrACvBJjDKjCC`@Or@[`AYn@k@`Ae@n@k@h@_An@gA`@{@Rg@FqAFi@Hg@Le@Py@`@iA~@m@n@w@pAmA`DkAnDMZ,663291
155.2,337.7,12.0,24.7,0.8,5.0,312.3,0,_g|cFbiuiV@BPIHMViArByFv@wAt@aA~AkA`@S`@OxA_@d@GjAEb@Gv@Ut@Wp@c@n@k@j@s@f@{@\\aAXeATkAFw@FuBGaDDkCFmAJ_Af@cC\\}@b@y@t@kA|@eAdAw@l@[|Ao@l@OrBYtGc@x@Mx@QdAe@|BcBZ]bAmA`IuLbAsAzG{JvBgC~A_BnJaI~BuBnBaBhCqBpIiHxAkAlE}DxDyC`CuBxFuEpDaDnDsCjOoMjHcGfLwJ~CoC~@u@|DmDlAaAfAcAvB_BfDqC|@cAp@i@n@m@`IgG~BqBjAoA^c@lCmDhAcBjHcMn@qAZcAb@iCX_HLaB`@sB^kAPe@|AsBh@i@tAq@vGyCbAg@`Am@fAiAp@_AfCqEtCqFbCeE`D{F,663292
142.4,229.3,8.5,16.8,1.5,2.5,440.9,2,_rqcFbvfjVq@oK[iDSuCk@eKk@aFa@gCUkBc@aHEeA?mDJmCb@wHZmCd@yBVs@x@qAfAuBn@eAnB}DnD}Gx@oB\\sBL]Vm@nAiBdBwCt@cAl@gA`AqAVg@\\}@XaAb@u@l@c@DOJyAHy@Le@XWb@Kd@ObAQjBIpAO`AGfA[Z[b@s@d@k@P[Pi@NSPQJUjBuB`@WnAi@\\W^g@ZY|@eBn@}@Pi@VgAV_@Z_@FMJ}@fAeEh@kEf@iCN}AJi@Ng@Xk@r@{@j@_AVY`@SVQLODK?[Ei@DWDs@He@GAIn@FxAAP,664107
159.0,299.5,6.4,9.0,8.5,1.0,429.8,3,syfcFzu_jV`@Nh@F|AJfAXXBJAFIVw@VGJDl@n@LDL@RCPIVe@n@}@BOCMS_@[_AEo@@g@PwACeAMoAe@eBGw@Iw@GgBF{@LmAAm@Eq@Bk@DIHCJ@JFZd@\\dAJRZ`@NHJ@LEJIJSZ{BJ}@FWL[RCLF\\t@LLV@LMTu@Fk@BuCDo@Ag@Fi@NcARg@PWx@u@JOHSBU?a@AaB,664165
149.0,318.7,18.1,25.2,0.2,7.6,906.6,0,}plaF~uiiVNBNEFGN?LIHM`A_Dv@cBf@}@~A{BzAeB`D}CzAaBdA}@x@g@dB{@vC_At@QfAMxAK|BW~A[nA]l@Wt@[hAo@nA}@h@c@bBgBdAuArAqBtCsEhF}GdAaA|BeBrGqFzKwInCaCn@i@tA}@bB}@zBcA|EiBlBw@r@UvDuB`D{BpLeJ`GoExDoCfAs@rLkHjDoBvScMlD}BnByAlBeBbBiB`SaVzCmC~G{FnEeEdFqEfBgBxCmDpByBzLyNfBmBxAoBvEoFzEcGjGeHrEkFnBeClDeErAwAzFyGhBkBp@k@pA}@bBaApAo@l@Sb@K|Eo@jCq@`A_@zAu@fAs@n@g@tBwBl@w@f@w@hYwh@nFeKh@y@xAsBdCeDzCcDfDaD`HaHfB_B`ByBdCsBbG{FfDsDlDkEnFiGdHsIvI_KtAyAn@_AdA{Bd@u@T}@Zu@rD{Hx@_Bp@{ARYVO,664512
147.7,216.2,54.1,12.0,2.9,10.8,2045.3,1,clcaFnz_hVq@g@oAmAw@gAQ]OWOa@eAmB_@c@c@[_@OgA[sA{@s@g@yDyDeAq@{A]iDm@m@OyBgA{@i@yLmGc@Bq@Vg@Gg@Q}@_AmAgDgAcBo@}@s@k@q@OK@}AZmAZq@TgAd@}@XyDbAwAh@wAp@iFjBc@Lo@DcEq@}@WSGeAw@y@g@}Au@sAW_Du@w@KeANs@RmAFc@CgAQiAWeA]a@Wm@k@e@iAs@w@Ia@d@cAMa@cAsAoCcDo@i@aAm@iF{BkCeAoD}AmD_CmCyAqCaA{@Qy@B}Bd@c@DyAB]C]Qm@a@sAaCq@q@qC[y@qASkAH_AM_Bq@qAyAyAm@UOLi@ZU@oB]o@a@Wy@?o@Nk@b@q@Lq@Du@y@kBkAm@qAe@y@Aq@X_Af@[H{BLi@Ke@]e@g@iAu@cCu@gAg@aBoAm@_@qA@s@QQSQ]K_@U{Am@mAWQ_@DqA{BiA}@_AcAiCuBsA[c@CsA@uAe@q@c@Yu@CS]aAk@{Bw@qAYYg@]qD{Bg@a@U]{@oBA}ArAcD?MUo@}CiAW]e@{@[w@gBiD]e@qAqAq@w@yAeB_@k@c@wAMs@y@uA_@iAIk@a@aA[c@Si@o@}Am@kBE_@KeCK_AA_@@_BI_AY}@Y_@c@w@a@aAa@kAQs@KqDG]OYy@oAe@U]I_@Cc@@YJsAXg@Ai@IaAYkA[oAa@qAm@]MiADaBRuA@gAOeG_B{@QqACWL[HaB@s@Ne@Ra@Va@Fk@CuA_@a@Sa@]o@q@c@]c@_Aa@Sm@KaA@aAFYDc@P{@f@{@Lg@K_@U_AYc@EsCm@aAKuAq@e@Oe@GQAy@?YDg@?_@Cg@SUE_@DoAXWEc@m@[K_@I_@@a@D[J]Pq@f@{@\\u@H]Lg@JMAQYd@mAJ]L[NOHa@CQUG[FWTgA`B_@X]JWC[k@_@]y@_@Sm@OQ_@O[GW?s@Pe@LOHi@LQ?UO]]q@mAOg@o@]UC[FUXS`@GXS^q@j@[ASGq@cBQQWCe@HWHUB_@Ga@O]Lw@dAiAPwA~@Yh@IrAg@j@OBgADYF_B~AKtA@PIl@e@Dm@Gi@LYh@G`@WjAo@Mm@ScADeAl@SVOZG^AxA@bAF`@Qh@SH[Eo@LaAn@e@j@E@GYRu@Bo@_@}@c@E}Cf@gAJcADqBVcAUi@Qy@JIJ{@h@@[Nm@EaAc@m@{E{AsAQyAcAi@M[Ci@YYIsAUa@]c@Mc@Gg@Q]Ua@Sk@K[?]Kg@e@c@EoAWyB[[O][uA{@q@m@Kw@Y]yAsAGg@QaAVIjA|@LBZPFHx@\\LJNRJDPMBGo@MQKw@cA_@eALWLc@AQc@[aAE[OU]Q]US}C{@m@e@o@y@{@Qs@E]Io@a@]KsAGaA]i@]KMsAg@OCk@D]CYQc@a@U[?SDUVe@C[Qa@Ci@@Q[u@Mu@Cm@EY@s@FG@GEWUCKHF`@ARWhBOZWT_@?[BeARg@AQXTz@?h@QX]Lk@lAe@\\w@bAa@F[NSP[^g@^UC_@Ie@Go@Ei@s@Y[_@{@k@s@He@@[?C]Ki@Zi@HuAQa@HmALYTa@Ru@l@AXDb@QXa@J_@R[TaA|@Uf@Cb@IC@YHW|@oBEgAIm@@e@D[Pa@VYn@Y\\UFSB_@O[OBgAj@c@@u@NSRk@bAQx@_@vBYV{CbBa@L]?Sa@Ba@l@u@Vm@@i@Ea@M_@,669762
158.7,230.6,45.9,11.2,4.1,8.5,2024.6,1,adocFjezfVgAmIkAoKWeAc@kA]q@]a@y@s@gAwAe@s@e@aA[m@k@q@y@e@YIe@KcAOi@Su@]k@e@kAyAiAiAk@y@e@_Aq@cBa@iAa@}A{@_G]qHWoCK[SWUQoAs@WUQWI[C_@@]Nm@JgAKiBM_Ba@iD]sAu@_Cs@uDC]E{BGu@Km@UaAiCwIg@mBqBuGQe@UuABu@FWP_@bAaBh@eAPi@\\uAPa@`CeDXWRM`AMv@C\\Cd@K\\OROZ]|A}Bf@oAR{@JaAB}ALw@vDyM|@gDZy@fAmBvB{Cd@g@ZSzCy@lDy@ZAZJv@l@ZP\\F^Cj@Wd@]V]Vm@Jw@JqBLoG?]Go@UaAsCkKoAqD[cAWuAKmA@mDIiC@_Ab@kGXaCLiBNk@Xm@lA{BTi@J_@F_@?a@A[O{@Bi@`@m@`@a@NWRo@n@sCL[NYb@]~@[j@Kf@@rAZRJVRt@`At@f@f@JL?RETQVYz@aBn@uAd@mA`B_GJk@@s@Ai@O{AEo@PiBNu@Pc@Rq@j@yEHe@Vi@~AqBPe@Nw@Hy@XmBn@yBT}@Fw@Ak@Mi@k@yAEU?WLc@Pe@dBsDNc@Fe@Cw@Mq@c@kAsAyCWgAEq@?aA@g@Fk@Pg@f@y@Ze@XQPAT@tAVj@D\\ALEVWp@iBhFoLRi@FW@o@Y{BDo@Nk@`AwBXe@vAuA\\Mj@[f@i@Ng@?s@Mm@oAqCe@sBOa@sAmCMa@Ge@Eg@I_D@w@J}@d@kBX}AVg@~@mAhAiA|@w@bC}ApCyAd@StBaApAy@h@c@r@c@tBaAlAs@f@[jAkAz@s@TMt@q@JQb@oA\\yBR}@X_Ah@qAx@{AbBeC~CoC^m@\\gA^w@R_ANYlH}HXW^O`@G`A?dAON?`@Dp@R\\B~AMf@@p@P`Cx@ZPhAv@^P`@Jb@HnBHPDRLJRDT@VSvAF`AAVGTo@pA_@|@ETCXAp@FrCCT[v@GPKx@EjA@r@Hp@T^h@ZPNDJ?LELcBpB_@l@q@rBMl@In@?nACVITOPc@\\MPKVAZBZ`@rAZxBJZRTTNl@VRLNTBVCVW|A?XDTLNrA`@xAXNHJLT^X\\LJ`@Pb@Jt@Hd@?t@KN@xAn@LJJNb@~A~@xAXn@DRFf@HzCHj@f@fCFdA?|@Cv@]dBCV?TH\\r@|APz@?\\EnACvCI^[r@ET,671251
153.1,226.1,12.2,18.5,0.1,3.8,278.2,2,ut`bFjopgVIK[w@m@s@KSKc@AOA[D[Ra@t@o@|@k@~Ai@RMV[|@wAPa@No@Dm@Gq@MW]_@_A{@W_@Ys@Y_@uBgBaAkA_@q@K}@@]FYPQVIJMRCp@f@b@TnCz@VDHAx@SJBFHFHVzAP\\TTtA`Ap@bA\\`@p@pAVz@LP^XPVz@nCZd@b@\\NDb@Bx@E`@Mn@i@PG~@ENMJQBWIg@?YJUPKT?TDXhCHVRPFTh@x@^^NJPFr@J\\Pj@n@dAj@^f@^|@NPTPLDt@@d@K|@GvACl@DPDd@RJRPh@JPLLb@Ln@AhABj@Gn@S^G`@DpAVjACz@ININMj@cAJKLGNCN?JD^ZTHXCb@St@g@l@k@`@Oj@Mh@QZSNQH[@]I_@_@_AK_@Ee@@SHe@Xs@T]`AmAHSFi@@gAHSLi@?SIg@s@iAOgAIUMOQIUCYHU@g@Mc@WSIeAy@MOISKq@GqC@[BUJULORMZGh@URANLR^[jAIl@@f@Rb@JL\\Tv@ZZHx@B`@F\\NLLdB~BTp@RbAd@lAJz@?n@Eh@Sl@In@Aj@@f@C\\AL[fACL?^Pn@^p@JLNJPFh@B^GX@pBCv@FZHfALT@PC`ADvBRtBFbAM|@[xBcAlBq@j@QxAWh@Qh@Wj@Ch@@`@FbAVfAP`AX`@Bx@Ax@I~@OzA[ZKZQr@u@\\Y`Ae@^YLQHQDS@YAWIm@[uAEa@B_@b@uANgANc@,673440
148.7,225.4,7.8,17.6,1.0,2.3,179.1,2,ipwdFfwifVRaAm@yDF}@`EaGpDeGn@_@XL`AlApDdDjDxCdAx@^Vx@Tf@DvFGT@H@FDFV?LCj@AhLAj@cBdMKrAFj@Rf@HJb@^ZJ|@?vDaA^QfJuHnCmAvAe@~A_@|AShEQz@?jA`@Z`@nAdCnArBPh@BLCl@I`@M`@]r@W\\mCpCe@j@OT[v@uAdFKv@Ax@BtBA~CBpCAjEOdAa@X}@H_@\\Sj@En@B~CLv@d@|@,679010
152.9,252.4,9.4,7.5,7.9,1.2,481.0,3,_c{dF`hsjVK_AFi@JUZ]`Ac@n@]zBuAd@]h@u@Xq@HWVeBB[AsAM{@JiBMwCeB_HMWc@][G_@@m@d@mEjBo@b@o@P{AC}A@kAG}B?u@Bi@CcBCe@@WB]Py@l@}@`@g@PUBiAZo@H}@Xs@LaAXy@X[ToBdB_Ad@_B`@,679368
