average_hr,average_watts,moving_time,average_speed,average_grade,distance,total_elevation_gain,labels,polyline,id
145.6,216.2,19.3,17.3,0.9,5.6,430.4,2,ykcaFzz_hVq@i@w@w@yAsCOc@QOc@m@k@gA_@e@]OuAe@oAo@yAiA_@[i@o@c@]{@{@}@m@a@OcASyB[kBe@{@e@sCaBuDkBuG}Ds@k@oAwAcAgB{@iBu@kAq@g@a@Se@McAE_CCi@BUFe@NiD|AiJxDQFs@Ja@BuAKoFoAiCc@uAMiDa@iCSaAO{BSkEg@m@OcAa@eAk@e@a@w@s@eAsAiAmA}AkBeA_Ao@_@wDcB{GoCwI{F{@c@aA_@g@OG@g@Ko@?y@DqB\\{AJgA@WEWMWS]e@e@eAYe@[_@_@Sm@UaBU_@[]_ACq@B[?s@Gm@GUISUc@c@g@EKiAkAMIOEO@Q@eA`@OB[?y@Yu@QYS[_@EO?QFs@Ne@h@gAFOD]?QCSU_AOg@OQWMuA]i@UUMICQAKB_@LsAfA_@Ru@Ho@@UEs@Uw@_@sA}@e@a@_@KQMGGy@[IMiAq@]e@QOQGUA}@@QC_@QOKMOIYM}@EK]g@[s@e@o@WQUCa@BWAISG{@CSIQg@o@qAyA}@}@o@c@QEeBOeAAa@Ii@[mAuAe@o@Sa@s@wBa@_Ag@{@kByAuBgAYW[[e@_Aa@eAAS@Sd@kBJ}@AWMk@Qa@_@_@oAo@s@g@wAqB_AkAeA}Aa@c@EMS[qCcDWg@CMi@oAg@cAs@iAgAyCq@}@Sc@m@{@UcAS}ABe@?gCKe@?sA@mAEw@Oc@aAwAQ[K]O]_@qBAg@@y@OoAOe@u@sASOWMm@M_@Ey@H}ATWBg@GkA_@]MMIgAWeAe@u@e@[G]AaC\\cA@uAQwCs@,5807726
168.6,320.8,12.8,14.3,4.7,3.1,0.0,3,is_fFzi_iVLcAH{A?a@Ii@[i@m@U[g@Ge@a@u@m@Mi@Lu@~@c@DM_@Co@Ge@Mq@_@c@IA_ACi@HoB|Ae@HO[QcBc@w@k@IoBp@u@\\Y@I_@F_@Xw@FaAUqBOe@m@k@UEcB@g@Ts@l@o@Zm@`@e@J]Io@He@l@e@JYUg@w@MQq@Y]B]F]WCs@Om@e@UmA[g@My@K_@WCm@RYzA}@`@o@J_AIc@@a@XE\\Bf@^NNj@N^_@Xm@f@]RD`Ab@j@ET]b@yAD[EoAEc@Ne@h@?nANb@OF_@AKQkBMo@Ho@ZGVNn@@DIFa@E_AWu@Go@BWCs@O_AF_BVg@v@Oh@]t@uAn@o@~@sAZU~@Ob@JLHX^^t@j@xC|@nBd@\\^QF]K{BA}@JgAVsAf@eAX[n@KZH\\NXFj@AlAc@d@g@@i@EUi@kAYsAM_ABw@ZYn@If@c@z@cCb@k@Lk@Ka@_@MgBAi@WK[E]F_AH]J{@?cATo@XMXINILMNa@?[Gi@SkADaALkABm@M_AU{@Du@\\WbA[rA_AfAe@t@e@hCiEp@a@~@c@,5816161
146.6,168.6,9.1,15.4,1.0,2.3,147.0,2,armeF`wwdVJjGxCf_A\\xNx@xSdB~i@h@~Qx@tU^rMzAva@r@dN`@nE,5844491
148.7,274.1,4.8,27.2,-1.4,2.2,13.1,0,qqneFbuaeVwKrJ_Al@c@Pc@JaC\\e@Be@?aP}@q@Gq@Oq@Y}AeAo@g@SWe@s@aEwHu@sAUYkAgAkAoAqLcOm@i@WQu@YYIw@IoGOkAKmEq@gEu@iAIaLCqKBoW?gA@_ICoG@,5891808
144.1,260.0,13.5,25.6,-0.7000000000000001,5.8,159.4,0,}zabFrnohV^QZE`AKjAi@j@UnB_@\\Ed@@v@Jr@DZCZFn@PPZTPj@~A\\h@NNl@XXFt@F`@AXNRTL^PPX~@h@Vh@`@l@NT@ZKn@OVMVQbAUp@Sn@e@TGr@_@ZK\\CZAXFt@@XGfAe@`AYn@KVAl@F~Ac@l@Uj@Mj@@v@H`@A|A[R?v@Fx@LhA^b@Hr@S`Bk@zAq@TAf@Md@OPIhAq@p@e@vAiBb@]VGbB?VEr@UROt@qATWXSz@Sv@Uj@FTDPCRKfAgA~@o@l@]~AAl@S~@m@vDgBjBc@v@GlAAXDl@CfAHl@?bBE`CDr@CVGRMTUdCsDh@k@TOpA_@\\GXAv@EdEI~AOVAj@EtDeAdCy@|A_@bB[~FSXD~B?vBFNAPE\\]xDaG~A_Cf@[RIdAQ~@Lf@Bz@HrBF|@GTCbEeA|A[dKiCj@Cl@IpG`@nBDpBGl@Gl@KxAa@bASn@I~A?n@C`Ci@dDJxA?\\Ct@W~CoBZKXEv@A|AXnBRbC^x@Xd@Xd@Zp@n@rCxCHVPr@Dp@FVb@bA`@f@jAt@t@ZZIX?lAg@TGRKfAOb@Mn@[d@_@f@YLCJIJQbAiAx@s@bCsCfAeAx@cAbBgBpB}Aj@[fAg@nCo@jCWbFYXEvBITGhAGr@M`@Qb@Wp@k@dAeAnBuBv@k@`AcAxAoARGlAiAnA_A|@m@hAs@b@Qd@[d@Mf@Gf@Mz@]d@YvC{B`BwAh@_@tBoB`CkBx@c@hCOv@Od@OPKb@_@,5929333
152.0,247.9,7.3,19.1,1.2,2.3,231.0,0,ouxgFx}|kVb@\\NFzTdIt@\\fAv@nDnDbAx@h`@rUb@RpA\\nGz@nC^jE\\jAR`Af@t@t@bAz@n@ZzFzBtDn@bAf@zBxARF`AB|AWrAe@`Bw@z@o@`@k@|@kBbAkA~@m@TK^IlAElAVhDdBv@X`ALP@|BI|DBf@DhCBf@Db@Ll@^x@v@RXXx@V`BZnEb@rD,5946344
143.5,167.0,11.0,17.5,0.0,3.2,129.3,2,apteFdz{dVTd@\\~@xA~E\\~@z@bBh@t@jAnAp@f@t@`@zAj@v@Pv@JlADt`@JzJ?dHBhM@zQH`PBrK?dKBjAAx@@PCPINOFSBUCePDeBL_CLkA^aCvCiMTkBJoB@oBYgLIqEDcCFgBX_GX}G@}CEeCe@oII{CGkY,5949065
161.7,314.4,3.7,24.1,0.9,1.5,126.6,0,qx}fFlm}kVSg@o@i@K]Ki@Ae@Dm@Pu@@KI}@IYg@y@Ka@MSiAq@QEg@?SIY@u@O}@Ce@Jc@As@BMAq@DUEIMGo@Qg@QkAQc@IYIKO]U[e@g@i@e@g@k@MUMi@Ci@MC@OGa@?WGYGKYQGAOQU?c@Ne@X}@Z{@HW?eAF]Ag@Ui@e@u@eAQ_@q@aCi@iCm@}BQy@Oc@QaAMUU{@{@eBe@wAQy@Mw@]iAG[Qc@GW?IR[@SOECQ_@aAIUEc@Qo@Ge@GWAYGSSgCFMCeACsP?III?UFK?gE,5988968
159.8,273.8,16.8,9.1,6.8,2.6,0.0,3,wguaFfkwgVc@Ma@Ck@IKEME{A}@UISOg@A}@g@OEi@C]Kg@c@MGuASi@[OE_BU_@SGGO[YUmA@cAS[Cw@Q_@EMGSc@m@[[K]]]kAU[WWMWWw@Gg@MSASBOL?@HHTNNJHn@Vz@t@d@LLTDBNCBCBW?E[UWKg@s@g@wAEM@YE_@KWIGQEO@SHKAMESSOUKGOWQKOASBi@Ei@QWUeAkBECYEIEE@Q@MD_@@MC[Ye@WWEc@Fu@?SIGAW]Ue@kAaAYM[IaA?]GQK}@s@Ia@GMB]ESBQCMFw@Ig@GQQIG]FuBA[Uq@KKIBGNAJDl@Cp@K`AM^MDUC_@?}@TYCQ@i@PEVZ|A?NGT[VKPMd@YNURk@z@QFW?[FGHi@bAQNMBe@Cw@Sk@@KCIGUa@i@m@Qq@u@m@EUD]@YOUKEG?WTOH_@FWIWEkAHi@IKBKHw@fA]XITAP?d@IRIF]FQHg@^q@r@MVIf@KJE?ECCMFm@^q@Jo@IqBBYDSJ_@JSVUx@g@NY@_@EUGKEASCo@^e@Ls@JYZINa@jAc@nBGp@GLGJIF]Js@\\qAx@QDO?YM]c@Fc@j@y@Ri@@UE]YsA,6030038
155.8,233.3,40.5,14.0,2.8,9.4,1601.7,1,qbjfFfpzfVpTmAfAKz@WtCoAv@UzJ_CrAGdAX~Ah@hK~B`CPlDJp@IZO^_@~B}Cf@eAl@{AdAcB`AaCZi@RS^WtB{@NMf@k@Pc@|@{Dh@iBVg@RUh@c@p@[r@WvBk@vKq@hAC~@Dz@Jx@PZRx@t@ZRRFh@FhDLp@NNFf@d@n@b@HB\\F\\@pB?NCNILOFQDWF_A@}@OaCAuAHcALi@JWj@iAn@{Ab@{@pAqBx@cAjAoA~@}@hB}@\\Yf@s@Ra@^u@V{@DW@e@WoDGwBG{GBuAA_@@qAFy@BMZi@HGd@Uj@IjDQd@BzBRdDHbAPxB|@xAf@dAf@THfC@hGx@hAPx@HVA~@]b@s@`AoBZ_@ROXIvAEn@Oz@o@tBkBv@g@^KLCX@t@Nl@DXAZGl@k@j@iAX]XSbAc@Z[HOZaAlAwFfAkC`AmBz@cAjAaAdAm@h@WREx@?ZEn@[lAoATKbAc@fAYbB]^A`B\\`@D^?t@MjAY\\IvBMbDa@xCMt@IVKv@a@j@Uj@Of@CxA@FC\\Ul@w@h@g@Z_@Va@f@cA`@eAHa@NwAT[p@S`@UZm@vA_BR_@f@s@JSZiAFa@l@_Cb@kAbAgBNa@H]PeANa@^o@b@o@b@g@`AcB`@uAX]b@]d@e@r@{Ad@qAZeA\\o@V[f@_@lA{Ab@cATq@JiANs@Tc@p@e@P]H}@AcCFk@To@p@_BTy@^gCl@{AP{@B[]w@CS?QLg@\\q@vAuA@KVo@EUQg@CONyAFU`@{@BKDo@?WBUz@uBTeADc@?_@Oc@AM@u@Xy@TaA?mBJ}@jAwED{@McCDm@^kBHm@DIj@kCl@aBLg@D[Cg@B_@J]Zo@L_@Hs@@m@LUNITEZQTk@BoADYHUNYv@o@rAaBb@mB@UPa@j@w@P_@Nk@J_ADUN[f@o@\\m@z@iBpCkFf@y@Zm@Nu@H}@Bm@Ha@TWLIb@G`@ALCTOj@s@p@]HMFYCOD]FIXI`@WLM`@q@VYlA}@DOGc@k@OOEOOA[@Kb@mARo@RkATi@vAqBTUbB_AvAUXQNSXu@\\i@^UP?PDJFj@z@Z^Ph@JLFD^AT[@e@SqAEm@Fo@JYX[|AiAj@g@p@]^G`@QvBsBl@e@`@GL@PNp@x@Rb@Hn@HbCFNH?HEJQNa@Z[VOFKD[Ic@?WBM\\m@DMJ}@JQHGj@OVMFIHO@QAa@U}@?WDIFMNM~@e@\\MJIFK@[E]SkA?e@LyADULOR?TLPTHPDZDfB@PRh@d@f@dAr@DDNLN@VK`@cAFKTS^E\\@^LJHPRTd@JJb@JTNL^NXFDV?\\s@d@m@FY@m@Lk@Na@j@cAp@u@h@{@\\o@`AcCn@}@Nk@P]r@Yb@W~@cAVIx@KVKv@y@R]JMxB}AhBgA`@G`@DpAGbAAf@Il@E~AW\\CR?xADv@H`@@|BMp@GTETKJIbAaB,6076284
159.8,297.3,6.4,23.9,0.6000000000000001,2.5,0.0,0,mw`gFbpalV]qBKwB?mAKUN{BjAuFFa@JAV_BbAuAt@o@j@O\\GZ?\\H|@\\@Dh@JV?jA}@nAeAvAu@h@a@Vc@Di@Iy@TqHCw@`AqD~@_BxAmEf@iB`AgCB_@f@}AjB{ClAkApAaAh@UlAaAbAkAd@yARmALML[nA_AnDoB`Bw@dDuAzAG`BA`EU`BBzCGf@Sp@y@Xy@MUDm@HQ?MLi@TQ?O\\uBJMFUKoBEGIW@Q{@{AYoBRqBAi@_@sAoByCoAYeAG_BJgBTASQBw@SABWk@KKAMi@aAFOy@eBOAm@cAw@y@m@oBUuA_@m@q@WaBT}Ad@yAKoCmA,6089259
151.0,290.0,8.2,23.8,0.30000000000000004,3.3,131.6,0,wlmdFtb|fVgBGcBSg@Qq@a@sDkCuAiAwA_AaAu@oAiAmAoA_@[sAqAcAkAUu@K{@F{D@uDCgBCYSeAg@qAs@cA}@q@uAa@gCWkH{@uAK}AEyDF{CLuJVi@BgBVoA`@wAn@gAt@cEhDuAn@kBb@}GrAyAb@oAd@eJbEkFxB{FjCqEhBwAh@iFbBoGnBgGzAmAP}M?wADoBZ}A`@qATqAD_ALoFfAkAXiG|BuAx@wAlA{@x@qJnIoB|A,6105961
148.4,213.9,6.6,19.5,0.6000000000000001,2.1,76.1,2,mntdFng|gVnI_KrLoO|HiJpAyA|Za_@dBoBjB_CpAyAzMcP~BkCnBeCpLmNd@g@XQ`C_DtGyHdGsH~HgJ,6118882
154.2,269.5,10.4,21.0,1.0,3.7,328.1,0,gpggFpnzkVx@qC|@mCh@eAjAoBVi@^cAx@oCLo@Fq@F}IFw@Jc@P[h@m@r@o@~@k@d@g@R_@nBaExAeBf@u@Ti@DU?o@_@wDM}AM{BAe@@SBSZ{@\\}@Tc@jAcAXa@Va@FSJg@JmAI{@[aCMqA_@uBIw@Ag@Hy@JeDAeAMq@Wm@wAeCuBiEYw@UoAQe@Y_@gAeAk@q@KSq@yAkDiGSc@Wy@_AmEOg@Se@_@s@}BgDoC}EuBgDWi@So@Ic@UgCy@kDIeA@o@Ba@Z{ALgAJeBAm@YkBUeCCaAd@aMLuBHw@NiAXyAdBoGtAcG`@eAVa@\\[z@c@TWP]T_A\\aDZmAr@kBvAgCT[XYx@g@V[p@qAt@_Bl@gA`A{A~AsCbAsAZUj@W^IpCc@bBk@\\G^?NBvAh@j@Jj@Ff@Cx@Mz@GZExAo@jAYf@SpBgA~BkAZS`@g@Vq@Jc@,6119011
166.3,294.0,72.1,15.2,3.9,18.3,4309.1,1,ipdcFjbofVtA_DZi@NSZWRKnAa@PMNSLUHYNoAJc@Na@R[rBaBzBuBd@Ux@YpAw@hBaA~@{@V_@Vo@Je@Tq@BY@iAJgAvAoFToADeAAeBBi@d@wAn@aBz@kCRu@Hk@NmDIi@_@qAG[CY@]Lu@`@u@jBaBbCwCtAuB~AmC`@a@lAu@PUF]AOEMWQKCM@MDUNq@p@w@`@iAb@UDSBUEUKMQEKEUOaCKo@Qm@EW?KFc@`AoBVqABYHuCNmCH_GK{A[aBQ]SOu@a@OUC[@i@Fg@Ts@Lg@B[Ck@Ii@Oc@W]k@]IW@OFKXYr@Yv@ORMNSJYFg@?WEUMSOQeA}@y@kAgAuAS_@_@mAWuAK}@Ae@F_AA[I[Yo@Us@k@uAGW@e@b@}@FYC{@_@{AWyAcAmDc@_AEY?MR{BLq@Rk@DWA[KYUa@CM?MF]\\o@FYDw@KeBBe@Lo@JUn@_ADIDW?KEWYk@EWBc@Nm@DIVSn@SNO`B{CL]Nw@NuARgAFSLQFEP@f@ZzAz@b@@TEFENQLYJw@\\yARkAHWLSPMzAw@V?TJv@`ARLTH`@DV?^GZQp@s@jAw@R[He@D}@@mDFY\\m@HGJCVDb@TJ@LAJGRWP]Tm@Ns@NYNCLBr@n@JBJ?JEJIHO\\kAR]JKNC\\EJEHIDOJoADOHKJGl@ETGN?^Dx@ZL?NEJIJMRa@d@{A`@}@R[`AkAnAqBLKNE~@GZMbA{@p@q@T]Nc@l@aC\\u@j@k@NIPBNAn@FNALEXWFSDi@BsGBSFQLINGv@MZ[Re@N_ADcAAyDH}EGmAOiBAkA@OZmBJwB^i@j@m@TQXK|@BRMVg@PUFGJCd@D^TZd@Rl@Xf@NLHDH?HCHENWLu@@YEgADYFGXAd@Jp@DTCHGHGDKH_@Du@DQ`@q@BOBq@MaALa@b@s@BMBa@IcA?{APWRQVQDKD_@CkBBSDSHOJMr@e@L[BQE_CYkA@a@BOZm@TQJAJ@TJNNL?JEDK@c@Ks@B_@F[FMh@q@LWDi@KkBFe@FIFGRI`@IR_@No@LUVCTBRF`@TZBRIx@o@@GCQM_@U}@Am@@KBMHIt@c@RUDa@AOQgBFaANq@p@oA^gAPUhAkARYXUPANBNJj@r@R@JMDSCg@@u@FoADyBEc@I[O[E_@B]H_@@[l@u@p@_@ZIl@AZW\\w@\\m@Aa@UOQGGY]QOWIYC_@Ry@?[T_@Z_AN_@j@k@NUDYCa@Bc@R_@VWp@c@VUb@w@z@kAh@m@vAqAVKj@m@l@u@hAmBN]d@cBL]b@uCZkAn@sAPU^m@LY\\sAZu@RWj@e@`By@n@c@dA{@RYX}@N]N[TWfP{Md@m@`@s@nAuC^m@NQTOXCbAm@RSb@m@ZcBDc@AeAEa@u@_GkAiIi@cEE}@?_@@[F]Pu@^cAJQd@m@rB}Bj@{@H[RwBXgBX{@t@wAf@sAJe@DmAF_@H[n@_Bd@m@`@YbCcA\\c@x@mB\\m@Te@BODo@D}ALYFGVAPHTRPBRCRIZSpAuAPe@D]D}@TeAn@}AV_@`@c@Ra@Jg@XkBVoA^yBLm@Tc@f@m@r@eAPa@De@AKIUe@]WUc@}@OMo@YWYm@aBEW?]DKRS~@Sx@[jA_@XSLQ?YKYa@m@CK?M@KDG`@i@Ne@Ny@d@gABMCMSo@I]Aa@DOHIL?LDZTJDJ@LAVKHAHBFJBLB|@J~@J\\HHTNLDJ?LCx@q@z@URSDMN}@Nk@NUHEJ@n@VVBJAJEHIBM@OCQK_@Wg@Og@Gg@@[BIHGLAL@n@Vb@@VIPWFa@EgA@o@Da@No@D_@CeAK{@@[DKHIp@MRSPg@RuAHKLCL?VLR\\DJFt@N`@R`@ZZTDZAXOLYFo@Co@MYc@WGKAODa@Lc@Hc@?g@GOKMOGQA_@?KCKGQYIa@Go@@_@L_@PYH]?OG_@Si@QWIIYGK?WJw@h@_@NUBYEIIQU_@y@GYC[Bi@Ag@EYMWSMWEK@g@HMAKEIIG_@Ck@_@}@C[DYTq@Jc@HyBNs@d@eAd@i@FENEF@LRBZ@v@Hj@FJJHLBN?NC\\OZSRYH_@Ac@OaAC_@?QH_@R_@\\e@ZMl@ALEJGFODSAwA@g@BQHMJINCv@?PCNGLMTe@Fm@AWc@oEG}Bm@gFMcCOcAe@gCSkB@a@JYPMh@Kd@a@GcBD_@LYzAkChAyBl@u@ZUnCqAz@_@zCgAZWVMR]Na@\\wAdAiDd@gBb@u@d@o@`AaAfBsBPUHY?[G[AU_By@UGk@EUBSHe@XsB~Aq@b@iAl@a@X]Zo@r@}@l@wAlAYZQJSFUAICIUAMD[Jc@^y@RgANg@t@cAPORKfASHGPSH[@M?eAPqAAKIUGGICUAk@HcAD]GOMSk@Ee@J_BPs@AIGIa@_@CGM}@KMOEiALWBe@ASFGHUl@IFGDI?SKMSGUAiAIa@]m@Us@KSOOSGSBk@b@QH_AFWFmAh@SPMZ?PBNPZl@h@NVBLAZG\\OPSLqAn@U@kAMk@EsAASI[YUKSBUJKTAJBJ^l@D`@AJIV]b@S^ONK@UAIGs@}@s@i@iAWk@Qe@GSGg@YOOSKG@EF?NCBZrA@JEFGBG@OIy@aBMMSKU@IBSLWXWPSCc@WSESB[L]@KKCGGmAQo@m@Y[m@MSWQIC[FaBn@Wf@Qx@QPK@SCc@S[IS@IFEHIVMxAGR?VEVEJYVa@B]GgAc@IE[eAS]SKi@KSSCKD_@LONKRWLg@\\q@HYEk@Um@EW@[Ng@BSCq@KYi@a@MYMMIWGs@Ka@O_AEIMMIC[AUFi@\\EACE?ONUz@o@f@o@HAFBLRDNHj@Pz@T`@FDR@j@GZFj@^\\ZXRj@T\\VJXDr@DVTh@Xd@R@HCRSLUPc@De@CUIQc@_@QSu@g@[c@Ui@KO_@YIOKa@Ey@[kBOa@]a@O[Ku@Om@CW@WJgAAc@Ie@S_@CK?WVmBJU^YHUTaA@m@Ky@Me@Ou@MOIEcA[OQCK@KFIHET@PHF@d@IzAVh@Rn@@NEX]HOPm@FED?HBPPPXn@~AD^Gd@@b@?HJXFJRLd@JXBlBKtA[RUHu@HQFEd@Kv@e@LOFSEUEKk@k@[IcBOUOOYI]D{@A{AFUd@UHYFw@FM@GIOg@g@iB{@MSIe@Aa@@ILQFCH?h@TT?TGXQv@MNMBK?KCIIGUAg@N_@@i@E{@_@QGQ?QFMPc@fBC`@NfAETGFQDIAi@Ie@EqAJYRUXWn@SVGBQ@IAOGCI?IHUp@]P[\\{AL]PIF?J@XJP@HCLOJSFSBi@CUEI[a@m@[OMGUF_@X_@FSB_@Ia@KQQK_A]]WQEc@Ju@Zs@V_@AECEGAUHSRUJSHw@EIGCk@EQIEc@Fe@@UCKEG]KUB]NI@cB@SG[SOSEW?ML]x@mATa@X[LYBk@MaC@_@HQNETHXXNZNRLHH@\\?~@QHCDIBKAGMOK?K?k@HQAWOs@gAKIsAw@a@MYASFOL]r@IAAGJ_@X_@PO^IT?RENKDICWKWaAyAOMYSEIAWBsABKJQFC^?NF^F^?^Gv@WNApADhAWn@IX@XFn@\\d@Ld@@dAHdAPR?RENM\\q@tBeCx@y@HQASEGMMQI[IsAUoAIe@Fy@\\YFsAHm@Jm@@aBZu@Da@AYCiBq@[ISA]BSG[]g@_@GS@IPy@N_AN{BVmC,6144714
107.6,100.2,17.6,13.7,0.0,4.0,22.0,2,shdeF`zsdV|A}RHu@XsAZaAb@mAjEoIbEkIf@mAp@mBjA_El@kCp@gEp@oGf@mCb@gBj@aBn@}At@wAlAkBjNePzA}A`DyDfDsDb@a@b@_@t@a@dA[h@Kz@ClA?dANFHj@NBABFHD@EEH@C?BHCX@d@Cb@Kb@WVWXg@Po@TuAfBgQ\\yDd@aEpCsX\\yCXcBXqAbAoDx@sBt@oApBmCbGeHnBiCdA}AhEwHpBkEfAoCjAkDpAkDvI}V|DcLjAmDxA}DxE}MpF{Ot@_Cz@yBzByG,6198294
125.4,108.4,9.2,15.1,-0.0,2.3,6.9,2,mtzdF~pddVrCsDlFiHdGkIrBiDzBcEhC_Gjb@ybAjByEh@mAbAwBtCcHt@cBrB{Ex@uBvAuEhBsIbKeq@f@kDJyA,6198339
146.3,73.0,11.6,12.0,-0.0,2.3,8.2,2,sjwdFvo}cVCB@HIjBWpBiKbr@i@pCkApF]lAiAfDsA`D{C`HyBnFyA|CqCbHuW`n@aGtNgC`Gi@bAm@tA}@fBiAnB}AbCiBjCqBlC[\\}F`IoBhC,6198363
112.1,111.7,9.9,14.5,0.0,2.4,39.4,2,giwdFtk}cVPi@RgAtCwR`AkE^oAj@wAl@sAfAiBfMcQrBoCVg@DO@a@IkKDk@HWNOFERChBFb@HTRDNBd@?|@D`@FHLFHAHEt@}@hK{NhMeQd@q@^u@b@gAPm@T}@PsAJsABaAc@gj@A{DHiDX}Ff@_FrD}V,6207255
154.5,262.3,14.5,18.4,-0.1,2.6,0.0,0,qjsdFdrscVBiFZyFBaA?aNEuBGaBFSLCDBLP@LBZBbDB\\Jh@JVHHRLVFb@FrBBdFCtI@lGEB@@BHIj@A~@U`@Q\\YvBcCjBmBrWaY`DkDjDsDxA_BnCiCRYD?FIRQPG?ED?lCcBpBiAhBw@hAa@bF}Av@ObFg@bFYvBSzBGlb@eCbBSb@KZQ,6236533
154.5,76.3,14.4,13.4,-0.0,3.2,0.0,2,otmdFlgpcV`@Ip@WbAm@r@k@pAmAjAuAh@q@l@eA`AwBh@{AxOif@t@kBv@gB~@eBbA_B|AsB`AeAzAuA|LkJrCqB~KmI~@_Ax@gAt@kAh@aAx@sBh@gBh@aCZuB`E}g@PeB\\eCp@gD|@aDb@oA|@yBrAqCbA_BtBwCrMkN|CmDpFyF|]u_@n@u@b@o@,6236589
162.8,289.4,4.7,19.4,1.7000000000000002,1.5,131.9,0,whoeF|}ujVKa@g@uE}@_HeAsG_AaE]mByAsGaAmF]eCg@wFUuBg@kBsB{Di@wAo@yCQeA]iCQqBEwABuAHsARiCBuACgBSqDBaAFg@\\wAtAiDNe@RaABk@Ci@[iCG_ADkA\\kD@mCKwAWaBc@yB?Q,6270671
136.6,106.6,36.4,15.7,-0.0,9.5,28.2,2,gwfdFx_sbV}@HqBn@a[rKoB|@iAdA}@rAmKhSs_@ts@c]fq@kAfBwAzAqJdJip@dn@_eAjbAyAvAaBlAoOhHsxB`cAgR|IaLdFm{@z`@{Az@iBlAuDjCiAr@yElDmi@z^se@l\\gB|@kr@rHaBZiQfEeB|@qApAiGtHkApA_F`GuQbToD`Eu@t@,6302018
153.9,232.4,24.2,13.4,3.2,5.5,940.3,3,q}sbFfmffVdJyGnAw@n@[p@_@zVsPdEmCn@Wx@Mb@?vCRbAGhBYzAKx@]dAcA`EuEd@]xBaApAq@xCsBj@q@r@uAXe@fAkAlAeAv@}@n@kBpC}Cz@g@lA]j@IhBi@JIfB_DvBqCd@_A`@sB?sBCyAN{A|Iy\\X}@Vo@v@sAdAeAlAeA^UjB}AbE{DhAw@r@]h@[d@a@h@y@Vs@pBcHX}@`AmBZs@rAqBlAeCn@eArC{CdFeGpBgC^q@Ri@f@gBfAwCNe@Hg@LaB?gAFk@jAgBl@mAVu@Fq@H_@\\u@b@g@z@q@\\[`@e@xAwBl@gAVu@b@_ARm@TgA@WAiBHaCJ{@h@aCrBgGPa@^m@l@eBL}@`@eFXiBViAZcCHUz@mBXeAh@_Dl@uAN}@f@sALq@N}CNgAhAiCJaBLkANq@PkAAgAC[@wARiAV_AXqALaAA[EGQaA@aABSLc@NcADi@r@{EPuDGeDLaAn@aBj@eARe@p@eD\\eALm@j@qDTiAj@yDb@mAh@mAx@sBRk@@g@NiBPmAT_AdBkI@]D]Am@i@wBWo@Us@KOM[CUYw@EGAOBAMi@f@f@,6318303
161.9,466.4,8.3,29.7,0.4,4.1,89.9,0,qn`bFhl_fVbB[~Gs@zUqCjA[xAw@pAkA`H{GxA}A~AiB|KcL|FsGdBuBrWiXbIqIbQiQbA_ArCsClF{FnDoDzEgFjDiDxE_FzMaNxA}AdBsB`OmOxAeBjAuBxS_a@bHwMxNuXbAoBjNyW,6366171
159.9,337.7,16.7,26.3,-0.4,7.3,391.4,0,yfraFf`_fVrAAv@L`@Nd@XVTT\\^x@Tv@Hn@N~DFvCHdAD`@TjAn@~AnAnC^l@z@jAnFlGjA`AdAd@ZHxEr@z@J~@?~@K~@Sf@UbFaD~CwAhEeBn@Op@K|BKjAMr@Qp@Wp@]p@g@l@k@~@gAt@qArDgIN]h@q@TUp@_@XKbB[TMf@e@PU\\o@xEaKl@eA`@k@nHgIpGkGfAmAh@aAlCsGPy@ZqDLc@P]ZUfDcB\\Kv@MVITKhAaA`Aw@Za@HSDSP_BLc@^k@V[pAwA^]PKREfC[dASTIn@[vD}Bv@_@\\Ex@@dFd@n@@T?l@MxF{Bl@Q|Ec@xJq@VEVKTQTSpBiCxCiElBwBl@_@zC}AlDmBh@Yb@]`@g@j@_AfB_Eh@aAt@w@hAcAhDsCdDuCd@]h@UbGiApA]f@Yr@o@j@{@f@wAnAiGb@iB^_A^i@VWZWl@]`@Mb@Ib@ExEUr@Il@Qd@Sj@_@`@c@BAtA_DnCaG|@iB\\g@t@u@`@Uv@[h@Ij@Ah@D|JhAtALn@@n@I|@Wh@[d@a@~K_Od@q@Re@\\mANy@HoAPmEPoA~AyExE_N~A}Fn@mBb@cAfAuCdByDb@wAPy@F_@B_@?]E}@c@{EK}AB{@D]ZqAXw@nA}BXu@`@yBz@iGl@kDp@qDl@mClAsEh@yA`AqB^gBDo@BoCNuADqALs@JkABaCC[G[MWuBwDs@wAIYc@gB_@gB_AsDgAmF{DoNMu@@_@,6410056
137.1,166.6,24.8,19.2,0.0,7.9,84.6,2,wibfFx|keVzDkDhGiFh@g@hJcIbOsM|YaWv]wZtjA{bAdAaAn@s@~CcGbAgApBoATI~Ba@tAAPGxBCxB]RInBmAPO|AoBd@_A`@eALOv@uBvAmBnDiExDcFvAuBvAyBbCaEfAmBvs@atApqByvDtJoQhEeGr@oA`@o@hDwGtG_N|BcFz@cBt`@cu@zE}IrAwBpCaE,6425540
