average_hr,average_watts,moving_time,average_speed,average_grade,distance,total_elevation_gain
170.88558558558555,404.6079787234044,175.4974358974359,10.600482145987971,2.2,1865.47,44.662
163.06346153846158,236.810752688172,854.7794871794873,3.3500203981233727,7.9,2855.45,225.86599999999999
161.55142857142866,267.1933701657459,2354.451282051282,4.592466206944621,5.6,10879.5,668.595
166.5913043478261,262.83487179487184,1140.5,10.268422621657168,-0.2,11696.0,64.0
168.01250000000005,331.1663157894737,133.25641025641025,11.725268424090824,0.4,1563.72,11.0553
151.9811881188119,245.50928961748656,375.3179487179487,11.658387418530614,-1.4,4342.45,0.0
162.45909090909097,277.68216216216234,488.7589743589744,6.62335270911151,3.6,3230.99,114.34100000000001
160.0371428571429,267.4699999999999,422.7846153846154,8.934253969409168,1.1,3837.96,62.6
159.21467889908257,256.07771739130425,172.8769230769231,9.839776334134255,0.2,1714.17,6.8
165.6720720720721,326.3738219895289,314.86,10.031309153274467,1.3,3160.87,67.37899999999999
146.16326530612244,317.02921348314607,1435.0974358974356,11.207416632123618,0.0,16066.5,178.324
176.6979591836735,309.6376344086022,430.87,4.396259892775084,7.8,1902.45,146.601
164.89120879120873,278.8603174603175,211.08205128205128,11.474045820072398,-0.4,2417.46,4.7330000000000005
169.83473684210526,341.66141304347803,276.785,6.954345430568857,4.8,1936.25,91.3253
158.2696078431373,315.44639175257754,277.435,11.4063276082686,0.2,3242.56,31.0
160.72980769230773,275.20430107526903,2112.75,5.443579221393915,4.9,11646.3,581.1659999999999
158.34725274725278,277.0978835978836,751.78,5.981709409667724,3.9,4499.05,178.203
174.54351851851845,312.71223404255323,1316.4923076923078,5.102831144143719,6.8,6636.36,0.0
154.68455284552846,312.0736040609138,1085.955,11.085052787638528,0.7000000000000001,11982.9,142.371
160.24273504273503,273.406282722513,911.502564102564,5.5064188181813085,4.5,5019.84,266.14
154.3718518518518,256.4736559139786,704.65,10.694997516497553,-0.30000000000000004,7519.24,46.68
155.1700934579439,255.45572916666652,422.14,9.531259771639741,-0.0,4039.97,45.6
149.7808333333334,215.9409326424871,365.87,10.658405991199066,-1.0,3919.03,8.65161
159.89589041095888,311.96105263157887,166.285,4.816369486123224,7.7,801.485,63.4471
161.46736842105264,277.3613259668508,1818.3384615384616,3.8792408397635474,8.0,7082.9,575.087
174.5782945736434,359.26402116402113,426.47,5.546691443712341,7.1,2441.39,172.076
145.08960000000005,240.57135135135135,1003.845,10.139317324885818,-1.2,10165.7,185.002
153.29814814814816,243.8854838709677,927.35,6.844878956165415,1.9,6407.63,190.0
142.83473684210531,225.60287356321842,479.73333333333335,10.582954205327745,-0.7000000000000001,5048.16,35.5687
142.54315789473685,240.9516483516484,1424.2358974358974,12.64703700769823,-2.6,17936.1,116.801
167.93142857142863,297.61929824561395,1610.3384615384616,4.693722931315602,6.6,7714.54,512.6
153.18250000000003,312.7518134715026,417.18,11.733030106908288,0.0,4716.75,26.91
151.3374999999999,237.06021505376359,1375.56,7.467115211259416,1.1,10290.9,230.2
150.77,265.965128205128,1113.63,10.013214891840196,-0.0,11096.5,85.2
158.14513274336278,304.96910994764403,772.14,11.560806978009177,-0.2,8823.32,35.07
149.6414414414414,223.88290155440396,553.285,12.845840751149963,-3.3,7095.6,23.0
150.97605633802817,242.1994680851064,415.4307692307692,7.128663481835351,2.0,2955.24,71.6182
157.87422680412374,269.221978021978,821.1179487179487,5.0914150813774866,4.9,4164.11,205.722
153.79759036144574,247.64530386740338,1450.5435897435898,5.561205701841217,3.9,8013.77,311.166
153.7061855670103,243.935,1077.2461538461541,5.011412766646201,4.3,5531.4,252.827
160.5754716981132,276.69999999999993,348.4,5.743842915599518,4.6,2018.01,93.41
170.93846153846164,298.1155080213905,1480.64,4.790688823751892,7.2,7064.33,0.0
165.1235849056603,291.1486486486489,817.8307692307692,4.266000112868939,7.9,3461.0,275.0
163.1602150537634,297.2385869565219,635.6,6.255312162140353,4.4,3982.93,180.0
154.0769230769231,238.48268156424575,1285.8307692307692,7.128062073008772,1.9,9327.85,460.67
151.58083333333337,415.63817204301057,953.574358974359,13.235065368088756,-0.6000000000000001,12613.6,70.2
152.18526315789472,189.62402234636863,806.8820512820513,9.049955510925248,-0.0,7178.06,41.8171
151.32727272727266,237.18191489361703,2643.041025641025,5.054977463799469,4.0,13234.1,600.4
159.1915094339623,273.3682795698926,1696.83,5.970914587790174,4.0,10131.9,0.0
163.81057692307692,272.46243093922664,756.251282051282,3.0630579986302187,10.8,2299.84,249.84400000000002
163.92095238095234,281.9783783783783,1697.3692307692306,4.523728122252536,6.7,7788.9,530.648
161.69652173913047,283.5870967741936,653.0307692307692,5.945543069396349,4.4,3883.16,175.442
164.77900000000002,296.17076923076917,199.465,11.567686060211065,-0.5,2306.48,15.87
148.52777777777774,240.7088082901552,784.985,7.495794187150075,1.8,5857.18,125.4
159.71999999999997,249.74354838709684,1482.9230769230771,4.524628073451601,5.3,6715.66,369.0
168.81862745098042,313.941489361702,777.8256410256412,3.5394960310134764,10.3,2781.24,287.0
145.38130081300812,206.9360655737704,6046.0666666666675,7.415935938007582,1.1,44814.1,905.635
146.99545454545455,216.12637362637355,784.0051282051281,8.453094890797418,0.0,6603.53,51.8
157.73523809523806,274.3164102564101,433.88,10.65244422420945,-0.4,4655.66,39.2
163.24698795180726,268.2529411764706,183.735,10.417065338667102,0.0,1915.44,6.4
144.92017543859654,237.63560209424082,1042.665,9.860386605477316,0.30000000000000004,10283.0,54.7952
150.88681318681319,326.83390804597695,563.6461538461539,12.275705798327731,-0.4,6916.39,0.0
172.7036363636364,326.17712765957435,1157.765,4.883010369116358,7.3,5611.8,0.0
153.18194444444447,242.90315789473698,296.13,10.330241785702226,-0.4,3068.1,0.0
168.92340425531916,294.8000000000002,1833.1641025641027,4.500790282739383,7.1,8297.61,593.5219999999999
153.77589285714285,234.81420765027318,272.67,9.078915905673526,0.6000000000000001,2483.96,21.639
161.77209302325574,281.09841269841263,513.4769230769232,4.141680648769573,7.6,2084.27,170.0
153.9387755102041,219.22783505154632,126.425,11.594455210599165,-1.9,1452.93,2.2
164.8992,276.1608465608466,436.94358974358977,10.413159006619406,-0.0,4367.23,46.1432
153.12110091743116,272.3197802197803,343.55897435897435,10.444274114099766,0.30000000000000004,3587.39,25.2
162.26461538461538,305.91797752808986,210.61538461538458,11.35718529340152,-0.0,2394.18,0.0
160.70729166666663,280.42989130434813,946.7794871794873,4.701123376412344,6.3,4441.77,280.348
157.67777777777778,322.57357512953376,319.855,11.571996685998347,0.2,3702.48,25.4
161.6040816326531,280.90893854748595,1266.928205128205,4.520851565061464,6.7,5724.9,386.0
160.11826923076927,251.0471204188483,473.2051282051282,9.267837442427522,0.30000000000000004,4380.88,66.415
136.57872340425538,143.6506024096386,274.2102564102564,6.1494847674440365,0.5,1673.51,10.6
173.61970802919708,350.00944444444417,565.429292929293,7.682134786298066,3.9,4350.27,181.208
153.99787234042552,255.67765957446807,344.2461538461538,10.512814324871883,-1.3,3640.82,42.4
150.54777777777784,251.09834254143647,617.974358974359,9.296968590514906,-0.1,5748.27,80.8
160.78969072164946,329.94804469273737,483.34871794871793,8.680008063403822,2.7,4194.32,114.8
150.57520661157025,302.71388888888896,433.1179487179487,11.01670534466836,0.30000000000000004,4777.21,36.5302
169.35887850467284,294.8866310160428,810.774358974359,7.382920411635599,2.3,5991.65,205.2
144.55,232.18514285714303,1524.333333333333,10.77990142811485,-0.8,16035.0,56.0
142.69450549450545,194.37486338797814,1155.7333333333333,8.162007028504487,-0.1,9282.97,176.34
164.11699999999996,271.82239583333325,1063.5076923076922,4.622053774640281,6.6,4669.68,309.2
161.19333333333338,340.9443243243245,412.155,11.81040263978358,0.0,4877.03,39.4
165.77378640776706,287.04648648648634,814.6666666666665,4.925090645851696,6.3,3994.53,336.75
150.150909090909,253.9438202247192,683.0512820512821,12.57857201846916,-2.4,8628.22,63.333
153.15963302752291,307.4287234042552,473.205,11.326935471941335,0.4,5326.6,30.0
157.95428571428567,289.06363636363653,662.8461538461537,10.339810452206873,0.7000000000000001,6858.68,44.6
155.16719999999995,331.5357512953366,269.84,14.39909020160095,-2.1,3896.2,0.0
133.60153846153844,181.2570621468927,304.51794871794874,7.641920816422753,0.5,2317.31,17.3038
148.49065420560743,294.8513661202184,1074.2666666666667,10.02528570473836,0.1,10797.8,135.4
152.12905982905986,229.803125,1220.96,8.274836194469929,0.6000000000000001,10202.5,149.2
164.90825688073397,295.5121052631577,941.17,5.749444308679619,5.3,5463.89,290.6
161.55076923076928,326.0178010471204,342.14,10.773214181329276,0.30000000000000004,3594.0,69.8318
158.56268656716418,318.3178947368422,400.15,10.910408596776211,1.1,4392.21,55.2816
148.92288135593222,243.39842105263145,1933.965,7.116068543122545,2.2,13801.8,329.8
168.30520833333338,334.15132275132265,354.64,5.627250169185658,6.3,2009.92,0.0
144.1645669291339,189.2117021276596,2648.271794871795,7.883419666042494,0.1,20854.4,290.0
142.5389473684211,192.17213114754105,661.0358974358975,8.169986501373137,0.7000000000000001,5412.03,50.4
158.68163265306126,270.3807692307693,807.3333333333335,6.210208981769678,3.9,4981.91,197.0
157.08437499999997,257.9439560439561,596.0461538461539,5.735242495418526,3.6,3422.15,142.0
150.47924528301888,265.5767567567569,506.72307692307686,13.14043274534212,-2.0,6667.03,6.24866
156.82105263157888,341.41748633879786,195.6923076923077,11.817279874213831,-0.0,2349.67,6.13
164.55121951219513,288.3956284153007,331.60512820512815,5.699059740500751,4.9,1890.18,92.7671
159.3581632653062,315.44972972972977,416.08205128205134,8.552977716426742,2.4,3570.76,96.296
153.82000000000005,277.7601123595507,245.89743589743588,10.749876955161636,0.0,2651.74,0.0
162.82500000000005,344.44010989011,659.8102564102563,10.15603942081251,1.8,6680.18,213.83
156.8391304347826,253.26648936170204,657.8153846153846,8.46712895832359,1.2,5344.92,178.005
141.05714285714288,159.92556818181822,416.0307692307693,7.713801987032517,-0.0,3185.26,40.5
157.11649484536082,263.2180327868851,805.8410256410257,7.939330147194529,1.7000000000000002,6372.82,210.28
164.60270270270274,268.3497237569061,1268.4820512820513,5.02563977133986,5.1,6480.65,353.8
155.08469387755105,285.8698412698413,556.4512820512821,11.209111770560696,-0.1,6373.37,20.2
140.14691358024692,174.0562841530055,386.90769230769234,8.782840934695875,-0.1,3399.09,2.4034400000000002
156.72831858407082,307.18532608695637,1374.865,11.245193891763911,0.0,16081.0,142.934
153.24,224.81639344262302,370.23076923076917,9.759339289424473,-0.0,3607.21,4.8064
158.97931034482758,253.42948717948727,393.6206896551725,2.8224850343115784,8.7,1100.52,95.6511
162.31460674157302,294.225925925926,734.225641025641,5.2765907217790975,5.9,3869.51,230.39
168.83387096774192,321.0704301075269,1413.6051282051285,6.7302844518289335,4.7,9563.63,515.51
157.13025210084038,293.2256684491979,351.97,4.643192601642184,7.0,1631.98,113.8
170.07227722772282,306.09835164835164,1750.0615384615385,5.803331457941408,5.9,10138.9,600.566
150.07619047619045,183.70059523809525,231.6410256410256,9.474487491698019,-0.8,2188.28,2.0
164.61287128712866,296.0673684210525,1040.545,10.856621289804854,0.0,11305.8,81.8
159.5963636363636,258.9313186813187,1619.0871794871796,6.706657122405154,3.0,10959.4,333.8
160.102752293578,251.56685082872932,936.8358974358973,6.140933201228358,3.5,5786.24,204.878
152.8689320388349,280.79617486338805,499.825641025641,6.099423388668868,3.9,3053.09,119.0
139.41739130434777,192.77016574585636,788.77,8.711995258440355,0.30000000000000004,6529.17,57.283
158.25283018867933,336.0530386740332,605.645,13.214160935861768,-0.8,8101.37,31.2
155.21833333333333,337.72,722.055,11.062466848093289,0.8,8010.73,95.2
142.42450980392155,229.30489130434785,507.38974358974366,7.5040306849536575,1.5,3949.01,134.38
158.9763157894737,299.5487179487178,386.98,4.0024006408599915,8.5,1550.14,131.0
148.9629629629629,318.72076502732244,1087.574358974359,11.275912522338587,0.2,12285.7,276.32
147.7132653061224,216.2032258064516,3245.9128205128204,5.3632775261354295,2.9,17437.5,623.415
158.69029126213596,230.62362637362645,2756.7487179487184,5.010012910042673,4.1,13756.3,617.099
153.06263736263736,226.1186813186813,733.6461538461539,8.282346691271558,0.1,6115.95,84.8
148.71428571428575,225.354054054054,466.4871794871795,7.872310229209028,1.0,3678.4,54.6
152.85064935064932,252.36939890710386,563.225641025641,3.359772919720656,7.9,1864.37,146.6
153.68813559322038,217.90395480226,1658.0461538461539,5.837335572607858,2.6,9706.04,289.2
168.92135922330098,298.6529100529099,432.01,5.1606270688178535,6.2,2291.4,0.0
162.2275862068966,319.0502702702704,765.1333333333333,9.681256157800544,1.7000000000000002,7416.18,124.2
157.39814814814815,290.6951086956522,267.9076923076923,12.032508326633739,-0.6000000000000001,3188.49,0.0
152.1000000000001,267.0256983240224,442.47692307692313,12.197133850237016,-1.0,5432.75,0.0
157.13650793650797,307.97283236994235,1800.1076923076926,10.851194942752711,0.0,19509.7,96.6
160.19677419354838,277.54945054945046,520.3230769230769,8.211862452322523,2.0,4566.92,275.92
155.13603603603605,256.34486486486486,1172.4717948717948,6.494293012351723,3.2,7615.48,246.0
146.73636363636362,242.90489130434798,223.1692307692308,10.86789374511696,-1.0,2450.33,12.4
152.99829059829057,224.7646408839779,3169.225641025641,3.8826957648798777,5.7,12282.7,722.4
147.98135593220337,225.08469945355216,3690.497435897436,7.102082270891144,1.9,26108.4,536.2
160.5999999999999,289.7489361702128,774.885,4.6518605986694785,6.5,3677.76,240.81
169.7414634146341,304.46243093922635,743.0512820512822,6.890105938783258,4.5,5133.9,231.8
163.38557692307688,270.346195652174,2116.369230769231,4.710857249474184,5.8,9941.06,574.847
151.66494845360825,249.43675675675655,2481.138461538461,5.889240051093173,3.3,14651.5,550.6669999999999
144.93229166666663,183.0614525139665,2000.0205128205127,7.307185823735142,1.1,14579.6,173.0
149.6,129.6,1721.2857142857142,6.9108141754502475,0.30000000000000004,11865.9,74.6
155.83717948717944,231.11630434782614,1068.7846153846153,7.653947210586673,1.0,8235.8,160.2
153.20088495575226,285.5877094972067,279.06153846153853,11.493167576308869,-0.1,3209.62,12.0165
138.21212121212122,134.17368421052635,451.8820512820513,6.545147928322568,0.4,2915.41,26.2
147.93124999999995,174.93464566929143,872.4697986577182,6.934350528469667,-0.30000000000000004,6028.91,96.0
159.26756756756745,264.4458100558659,791.51,6.820737577541657,2.6,5240.25,164.0
156.17766990291258,272.31229946524064,928.046153846154,9.265974835469065,0.9,8460.43,97.6
153.9090909090909,136.4875,1450.1176470588236,6.870063280869707,0.30000000000000004,9711.48,65.6
141.9449275362319,189.65921052631572,436.05421686746985,9.150111210886227,-0.6000000000000001,3969.42,7.20972
160.99891304347832,241.0392473118279,666.1435897435898,4.646637361622196,5.2,3090.74,161.8
146.56907216494855,219.91000000000003,2839.08717948718,6.830510528844592,1.5,19371.9,496.2
152.64615384615385,198.93307086614175,1869.8201438848919,4.028458859968065,4.8,7485.86,355.6
166.4808080808081,294.56,1561.1897435897436,3.6940824223471904,9.5,5745.35,546.862
141.8179775280899,217.28409090909096,740.9025641025643,9.735102023865556,0.0,7148.32,24.6
150.84285714285718,240.80962566844917,1191.3794871794873,4.53131340957907,4.5,5384.31,285.0
152.2185185185185,267.23891891891867,476.9025641025641,10.570700890360873,0.0,5043.66,4.6
139.6267605633803,204.8877094972068,293.9897435897436,9.861606893664524,-0.6000000000000001,2903.62,2.0
156.42903225806452,263.22608695652167,806.5282051282053,6.733987397709723,3.1,5479.38,173.0
145.54945054945054,226.17016574585637,304.89743589743586,7.653749894878478,1.7000000000000002,2333.3,54.18
158.08181818181816,258.1207253886012,538.1282051282051,9.104708629151377,0.8,4902.39,62.2
165.740206185567,292.40170454545466,1171.425641025641,6.230451608384259,4.4,7273.59,330.213
153.9566037735849,199.2605555555557,2019.7846153846156,2.3385057558815623,8.0,4933.08,400.79900000000004
150.62266666666662,269.56684782608687,106.13333333333334,12.905445496714346,-2.3,1373.74,0.0
152.4590909090909,211.68907103825137,845.348717948718,3.387904854922564,5.0,2932.69,148.2
164.00641025641022,289.97765363128485,2119.5846153846155,5.124405604387894,5.8,10946.2,635.6
156.90357142857144,340.9677595628413,357.53846153846155,11.298792312105565,0.4,4055.58,63.85
156.89361702127658,262.524607329843,360.4461538461537,7.166158749128572,2.5,2563.16,74.9828
169.22500000000005,298.4622340425531,3195.045,5.526060509319898,5.6,17588.0,1019.65
141.49583333333328,183.29662921348327,403.85128205128206,7.784294802605681,-0.6000000000000001,3123.82,169.14
167.7554216867469,287.5121546961326,346.2564102564103,5.790731635071087,4.6,1980.49,149.31
152.49368421052634,280.73191489361716,158.5897435897436,13.46790622473727,-2.7,2142.21,7.0
139.00555555555556,256.0228260869568,205.75384615384613,10.861165943871192,-0.7000000000000001,2252.16,0.0
153.92777777777775,240.51098901098916,1206.3384615384614,4.313752571885258,5.7,5094.06,388.05
157.88770491803282,268.3715053763441,974.135,6.446845663075447,3.7,6216.73,352.874
143.85294117647058,177.34523809523807,1150.340909090909,8.467063123579969,0.1,9720.34,10.2859
168.53979591836736,350.11032608695626,350.87,9.570412118448422,2.2,3362.94,75.0
155.7153846153846,277.82901554404145,212.445,9.43952552425334,0.30000000000000004,2008.08,38.1486
167.9830508474576,339.09945355191263,827.4974358974359,8.436258846568581,3.0,7129.78,281.472
154.07073170731704,230.7119565217392,262.45641025641027,10.017417300064483,0.0,2642.21,0.0
146.15714285714284,200.98287292817676,466.6615384615384,6.685210826492595,1.8,3162.7,63.4
142.17653061224487,288.24335260115606,302.89743589743586,11.10518750529078,-0.5,3364.17,5.0
157.5873563218391,289.5083798882682,597.2410256410258,6.74001648606412,3.5,4066.84,142.6
155.08255813953488,256.6918478260868,195.34,10.329876113443225,0.2,2027.26,4.4
136.89999999999998,169.05757575757573,395.9411764705882,4.6947556083791415,2.9,1813.77,66.1724
170.51703703703703,282.77754010695185,985.3589743589743,4.8151573030784025,6.4,4737.41,307.659
162.19090909090912,249.84893617021282,1549.3282051282054,6.981066069992285,2.8,10865.0,324.8
150.22252252252247,269.00833333333327,814.54,10.79656370466767,-0.0,8782.0,59.2
153.78585858585856,258.91546961325963,314.04102564102567,11.63868839609393,-0.8,3652.36,5.15754
151.25922330097083,224.86772486772492,580.3846153846154,11.027035122597752,-1.7000000000000002,6427.68,41.4
160.01313131313128,239.6158730158729,296.1589743589744,5.2318505307267404,4.5,1548.81,69.0
151.46363636363634,224.8021857923497,588.625641025641,8.295536756634311,1.0,4916.55,71.81
147.39649122807018,227.9010810810812,562.6102564102564,4.786631908047656,4.5,2646.42,124.2
143.78125000000006,234.65027322404387,304.10256410256414,8.159618887015181,1.6,2481.45,43.0745
152.30921052631584,287.4475138121547,303.14358974358976,11.618632111379908,-0.6000000000000001,3527.73,0.0
146.86991150442478,234.37291666666675,438.33,9.607340360002738,0.5,4201.72,21.4
149.0257575757575,222.42737430167588,863.8556701030928,6.70869632670597,1.5,5868.8,139.8
160.49428571428572,285.0832460732985,282.2,6.235070871722182,4.2,1769.51,75.7935
166.18645833333332,321.47329842931936,418.8871794871795,5.702252610702352,5.9,2383.18,140.168
154.75959595959594,273.81658031088074,391.82,10.463915828696852,-0.30000000000000004,4065.89,34.0
175.4969465648856,386.77081081081076,245.8,7.041055736371028,5.4,1717.82,93.0
165.43571428571425,266.7469945355193,239.47179487179488,5.731995631411014,4.3,1371.0,61.217
147.24051724137922,229.6280898876405,404.9333333333333,11.717165218712802,-1.4,4796.94,13.6034
165.14941176470597,336.62905027932936,602.2974358974359,12.605246577208634,-0.5,7594.16,20.959
157.98207547169804,245.22362637362636,593.4512820512821,7.224387546123069,2.7,4292.37,236.80200000000002
138.30689655172415,162.02499999999995,533.0860215053764,6.5335377291889385,0.8,3460.67,35.5648
150.0210526315789,214.97513513513508,474.4358974358975,8.105857428525102,0.7000000000000001,3803.54,101.238
156.63043478260875,252.9281767955801,1271.8410256410255,6.420964964981108,3.3,8139.01,279.0
143.15846153846147,188.4546666666666,332.1011235955056,9.380513922251922,-0.8,3107.99,5.210719999999999
146.67549019607847,223.08152173913044,943.2666666666668,10.466100893240627,-0.5,9890.12,14.095999999999998
141.79767441860463,211.10515463917525,1942.335,6.80021829396062,1.1,13186.0,356.585
148.10291262135922,212.9848314606741,523.0410256410256,8.303925759610955,0.7000000000000001,4327.75,54.0
168.94732142857134,308.8722513089006,1388.915,4.675902053041403,7.0,6783.72,472.4
147.88658536585365,249.32582417582412,342.8615384615385,9.6641927667594,0.5,3321.96,17.4
146.48938053097342,260.2553191489362,1387.9897435897437,10.3522194060401,0.30000000000000004,14356.9,295.255
153.9881889763779,327.05641025641023,333.76,12.09418594199425,-0.30000000000000004,4048.22,35.4705
156.88854166666667,287.9943298969073,200.935,6.115858362156921,4.3,1238.79,53.3063
165.70091743119258,277.3431578947369,1178.7384615384615,4.1461144900676095,7.4,4884.76,362.8
154.75777777777787,204.19243243243255,416.9025641025641,10.262718952962016,-1.4,4279.64,41.9716
148.0234693877551,253.21264367816096,203.1076923076923,11.269037519567734,-0.7000000000000001,2307.91,0.0
144.15241935483866,315.86885245901635,550.3794871794871,13.018612798628444,-1.0,7164.05,0.0
145.8609195402299,311.4397790055248,222.15384615384616,12.431147276084952,-0.5,2764.69,5.73468
134.11121495327112,171.2282608695652,374.1384615384615,9.845944871636718,-1.1,3679.33,5.0
157.69532710280373,308.7718918918917,149.59,11.948114847249148,-0.7000000000000001,1793.98,25.993000000000002
161.61428571428573,273.7522222222221,1263.8564102564105,3.3034643662863363,9.4,4159.24,390.6
133.12745098039218,141.63313253012052,247.5435897435897,8.679142756520479,-1.9,2150.29,24.0
162.3380434782609,296.88032786885236,363.97948717948714,4.71206464156898,7.1,1710.77,125.93299999999999
151.29716981132074,301.5859550561799,417.7128205128205,10.70293048837381,0.2,4465.85,10.2
154.49245283018863,314.95515463917525,551.59,11.94356587320293,0.0,6578.9,15.0
154.7514925373134,209.68989361702128,3222.123076923077,8.323855428973415,1.0,27703.5,1270.06
134.01363636363638,162.31612903225803,733.0735294117646,7.628433870288269,0.30000000000000004,5595.03,19.2748
157.8601941747573,221.73526315789468,401.26153846153846,9.226819262326512,0.5,3694.81,87.4
149.10283018867926,256.78586956521764,544.37,10.05777963517461,-0.1,5505.3,69.8
